Disciplina,Hierarquia,Nivel,Indice,Quantidade,Quantidade_Caderno
Administração Geral e Pública,09.07,2,Planejamento baseado em Cenários,16,16
Administração Geral e Pública,09.08,2,Indicadores de Desempenho,141,141
Administração Geral e Pública,09.09,2,Balanced Scorecard (BSC),239,239
Administração Geral e Pública,09.10,2,Redes e Alianças,22,22
Administração Geral e Pública,09.11,2,Planejamento Tático,36,36
Administração Geral e Pública,09.12,2,Planejamento Operacional,39,39
Administração Geral e Pública,09.13,2,Planejamento e Estratégia no Setor Público,40,40
Administração Geral e Pública,09.14,2,Objetivos-Chaves para Resultados (OKR),9,9
Administração Geral e Pública,10,1,Processo de Organização,840,840
Administração Geral e Pública,10.01,2,"Desenho Organizacional (Conceitos, Tipos, Centralização e Descentralização)",480,480
Administração Geral e Pública,10.02,2,Departamentalização (Conceitos e Tipos),239,239
Administração Geral e Pública,10.03,2,"Organização, Sistemas e Métodos (OSM)",121,121
Administração Geral e Pública,10.03.01,3,Noções Introdutórias (OSM),16,16
Administração Geral e Pública,10.03.02,3,Representações Gráficas (OSM),43,43
Administração Geral e Pública,10.03.03,3,Arranjo Físico ou Layout (OSM),21,21
Administração Geral e Pública,10.03.04,3,Técnicas de Levantamento de Dados e Informações (OSM),16,16
Administração Geral e Pública,10.03.05,3,Formulários e Manuais Administrativos,25,25
Administração Geral e Pública,11,1,Processo de Direção,668,668
Administração Geral e Pública,11.01,2,Introdução ao Processo de Direção (Conceito e Características),10,10
Administração Geral e Pública,11.02,2,Liderança,400,400
Administração Geral e Pública,11.03,2,Gestão de Conflitos,246,246
Administração Geral e Pública,11.04,2,Inteligência Emocional,12,12
Administração Geral e Pública,12,1,Processo de Controle e Avaliação,175,175
Administração Geral e Pública,13,1,Comportamento Organizacional,1220,1220
Administração Geral e Pública,13.01,2, Introdução ao Comportamento Organizacional (Definição e Características),132,132
Administração Geral e Pública,13.02,2,Clima Organizacional,76,76
Administração Geral e Pública,13.03,2,Cultura Organizacional,265,265
Administração Geral e Pública,13.04,2,Motivação,340,340
Administração Geral e Pública,13.05,2,Delegação e Empowerment,63,63
Administração Geral e Pública,13.06,2,Grupos e Equipes de Trabalho,344,344
Administração Geral e Pública,14,1,Comunicação,337,337
Administração Geral e Pública,14.01,2,Comunicação no Processo de Gestão,310,310
Administração Geral e Pública,14.02,2,Comunicação na Gestão Pública e Gestão de Redes Organizacionais,27,27
Administração Geral e Pública,15,1,Processo Decisório (Tomada de Decisão),167,167
Administração Geral e Pública,16,1,"Gestão por Processos (BPM CBOK, Ciclo PDCA, 6 Sigma etc.)",686,686
Administração Geral e Pública,17,1,Gestão da Qualidade,1568,1568
Administração Geral e Pública,17.01,2,"Conceito, Princípios, Fundamentos e Evolução da Qualidade",297,297
Administração Geral e Pública,17.02,2,Principais Teóricos - Gurus da Qualidade,32,32
Administração Geral e Pública,17.03,2,Normas ISO (Gestão da Qualidade),101,101
Administração Geral e Pública,17.03.01,3,NBR ISO 9000 - Sistemas de Gestão da Qualidade - Fundamentos e Vocabulário,45,45
Administração Geral e Pública,17.03.02,3,NBR ISO 9001 - Sistemas de Gestão da Qualidade - Requisitos,40,40
Administração Geral e Pública,17.03.03,3,Outros Assuntos e Tópicos Mesclados de Normas ISO,16,16
Administração Geral e Pública,17.04,2,Métodos e Ferramentas,391,391
Administração Geral e Pública,17.04.01,3,Diagrama de Causa e Efeito - Ishikawa,58,58
Administração Geral e Pública,17.04.02,3,Plano 5W2h,11,11
Administração Geral e Pública,17.04.03,3,Método 5S,8,8
Administração Geral e Pública,17.04.04,3,Diagrama de Pareto,42,42
Administração Geral e Pública,17.04.05,3,14 Princípios de Deming,46,46
Administração Geral e Pública,17.04.06,3,Benchmarking,42,42
Administração Geral e Pública,17.04.07,3,Brainstorming e Brainwriting,16,16
Administração Geral e Pública,17.04.08,3,Reengenharia,74,74
Administração Geral e Pública,17.04.09,3,Outros Métodos e Ferramentas,79,79
Administração Geral e Pública,17.04.10,3,Tópico Mesclado de Métodos e Ferramentas,15,15
Administração Geral e Pública,17.05,2,Modelo de Excelência Gerencial (FNQ),49,49
Administração Geral e Pública,17.06,2,"Excelência e Qualidade nos Serviços Públicos (Gespública, MEGP)",275,275
Administração Geral e Pública,17.07,2,Gestão para Resultados,106,106
Administração Geral e Pública,17.08,2,Qualidade no Atendimento ao Público,308,308
Administração Geral e Pública,17.09,2,Gerenciamento pelas Diretrizes,9,9
Administração Geral e Pública,18,1,Gestão do Conhecimento,153,153
Administração Geral e Pública,19,1,Educação Corporativa,186,186
Administração Geral e Pública,20,1,"Coaching, Tutoria (Mentoring) e Aconselhamento (Counseling)",17,17
Administração Geral e Pública,21,1,Empreendedorismo Governamental,62,62
Administração Geral e Pública,22,1,Administração da Produção e Operações,60,60
Administração Geral e Pública,23,1,Marketing,416,416
Administração Geral e Pública,24,1,Gestão de Pessoas,2522,2522
Administração Geral e Pública,24.01,2,Relações de Equilíbrio entre Indivíduo e Organização,78,78
Administração Geral e Pública,24.02,2,Gerenciamento da Diversidade nas Organizações,10,10
Administração Geral e Pública,24.03,2,A Área de Gestão de Pessoas,111,111
Administração Geral e Pública,24.04,2,Modelos Básicos de Gestão de Pessoas,26,26
Administração Geral e Pública,24.05,2,Evolução e Tendências da Área de Gestão de Pessoas no Cenário Mundial,45,45
Administração Geral e Pública,24.06,2,Evolução da Área de Gestão de Pessoas no Contexto Nacional,10,10
Administração Geral e Pública,24.07,2,"Objetivos, Funções e Desafios da Área de Gestão de Pessoas",103,103
Administração Geral e Pública,24.08,2,Gestão Estratégica de Pessoas e Planejamento Estratégico de Pessoas,109,109
Administração Geral e Pública,24.09,2,Princípio da Responsabilidade de Linha e Função de Staff,29,29
Administração Geral e Pública,24.10,2,Hierarquia de Decisões na área de Gestão de Pessoas,14,14
Administração Geral e Pública,24.11,2,Terceirização,22,22
Administração Geral e Pública,24.12,2,Subsistemas de Gestão de Pessoas,78,78
Administração Geral e Pública,24.13,2,Recrutamento (Gestão de Pessoas),189,189
Administração Geral e Pública,24.14,2,Seleção (Gestão de Pessoas),180,180
Administração Geral e Pública,24.15,2,Análise e Desenho de Cargos,169,169
Administração Geral e Pública,24.16,2,Desempenho,462,462
Administração Geral e Pública,24.17,2,Remuneração (Administração Geral),50,50
Administração Geral e Pública,24.18,2,Benefícios e Incentivos,20,20
Administração Geral e Pública,24.19,2,"Treinamento, Desenvolvimento e Educação (TDeE)",410,410
Administração Geral e Pública,24.20,2,Qualidade de Vida no Trabalho (QVT),93,93
Administração Geral e Pública,24.21,2,Recursos Humanos no Setor Público,242,242
Administração Geral e Pública,24.21.01,3,Administração de Pessoas no Setor Público,156,156
Administração Geral e Pública,24.21.02,3,Decreto nº 9.991/2019 - Política Nacional de Desenvolvimento de Pessoas,44,44
Administração Geral e Pública,24.21.03,3,Decreto nº 7.133/2010 - Avaliação de Desempenho do Poder Executivo Federal,18,18
Administração Geral e Pública,24.21.04,3,SIAPE,24,24
Administração Geral e Pública,24.22,2,Organização do Trabalho e do Tempo,24,24
Administração Geral e Pública,24.23,2,Sistemas de Informações Gerenciais (SIG),48,48
Administração Geral e Pública,25,1,Gestão por Competências,326,326
Administração Geral e Pública,26,1,Gestão da Inovação e Empreendedorismo,205,205
Administração Geral e Pública,26.01,2,Conceitos e Teorias de Inovação e Empreendorismo,180,180
Administração Geral e Pública,26.02,2,Intraempreendedorismo,2,2
Administração Geral e Pública,26.03,2,Design Thinking,21,21
Administração Geral e Pública,26.04,2,Pensamento Computacional,1,1
Administração Geral e Pública,26.05,2,Manual de Oslo,1,1
Administração Geral e Pública,27,1,Coordenação,1,1
Administração Geral e Pública,28,1,Administração Financeira,286,286
Administração Geral e Pública,29,1,Responsabilidade Social Corporativa,79,79
Administração Geral e Pública,30,1,Processos Participativos de Gestão Pública,90,90
Administração Geral e Pública,31,1,Ciclo de Gestão,3,3
Administração Geral e Pública,32,1,Decreto nº 9.739/2019 - Aprimoramento da Administração Federal e SIORG,9,9
Administração Geral e Pública,33,1,Gestão Hospitalar,148,148
Administração Geral e Pública,34,1,Outros Temas e Tópicos Variados de Administração,81,81
Administração Geral e Pública,35,1,Novas Tecnologias e Tendências na Administração,59,59
