Disciplina,Hierarquia,Nivel,Indice,Quantidade,Quantidade_Caderno
Direito Administrativo,05.02.07,3,Organização Administrativa do PA,31,31
Direito Administrativo,05.02.07.01,4,Outros Normativos sobre Organização Administrativa do PA,31,31
Direito Administrativo,05.02.08,3,Organização Administrativa do RN (Lei Complementar Estadual nº 163/1999),2,2
Direito Administrativo,05.02.09,3,Organização Administrativa de RR,2,2
Direito Administrativo,05.02.09.01,4,Lei Estadual nº 498/2005 - Diretrizes e Bases da Administração Estadual (RR),1,1
Direito Administrativo,05.02.09.02,4,Lei Estadual nº 499/2005 - Reorganização Administrativa do Estado de RR,1,1
Direito Administrativo,05.02.10,3,Organização Administrativa de SE (Lei Complementar Estadual nº 33/1996),1,1
Direito Administrativo,05.03,2,Organização Administrativa dos Municípios,19,19
Direito Administrativo,06,1,Responsabilidade Civil do Estado,709,709
Direito Administrativo,06.01,2,Conceitos Iniciais e Teorias da Responsabilidade,310,310
Direito Administrativo,06.02,2,Responsabilidade Objetiva das Empresas Estatais e das Prestadoras de Serviços Públicos,85,85
Direito Administrativo,06.03,2,Responsabilidade dos Agentes Públicos e Direito de Regresso,129,129
Direito Administrativo,06.04,2,Excludentes e Atenuantes de Responsabilidade,59,59
Direito Administrativo,06.05,2,Responsabilidade Civil por Atos Omissivos,43,43
Direito Administrativo,06.06,2,Responsabilidade por Atos Legislativos e Judiciais,24,24
Direito Administrativo,06.07,2,"Casos Especiais (Danos decorrentes de Obra Pública, Responsabilidade dos Tabeliães, etc.)",21,21
Direito Administrativo,06.08,2,Tópicos Mesclados de Responsabilidade Civil do Estado,38,38
Direito Administrativo,07,1,Serviços Públicos,1308,1308
Direito Administrativo,07.01,2,Conceitos (Serviços Públicos - Lei nº 8.987/1995),86,86
Direito Administrativo,07.02,2,Classificação de Serviços Públicos,72,72
Direito Administrativo,07.03,2,Princípios (Serviços Públicos - Lei nº 8.987/1995),75,75
Direito Administrativo,07.04,2,Repartição de Competências (Serviços Públicos),23,23
Direito Administrativo,07.05,2,Concessões (Serviços Públicos - Lei nº 8.987/1995),479,479
Direito Administrativo,07.05.01,3,"Deveres e Direitos (Usuários, Concedente, Concessionária, Licitações - Lei nº 8.987/1995)",133,133
Direito Administrativo,07.05.02,3,"Autorização, Permissão e Concessão (Serviços Públicos - Lei nº 8.987/1995)",222,222
Direito Administrativo,07.05.03,3,Formas de Extinção (Serviços Públicos - Lei nº 8.987/1995),101,101
Direito Administrativo,07.05.04,3,Intervenção (Serviços Públicos - Lei nº 8.987/1995),14,14
Direito Administrativo,07.05.05,3,Subconcessão (Serviços Públicos - Lei nº 8.987/1995),9,9
Direito Administrativo,07.06,2,Convênios Administrativos,282,282
Direito Administrativo,07.07,2,Lei nº 11.079/2004 - Parceria Público-Privada (PPP),126,126
Direito Administrativo,07.08,2,Lei nº 11.107/2005 - Normas Gerais de Contratação de Consórcios Públicos,57,57
Direito Administrativo,07.09,2,Lei nº 13.019/2014 - Estatuto das Parcerias,33,33
Direito Administrativo,07.10,2,Lei nº 13.460/2017 - Direitos Básicos do Usuário do Serviço Público,14,14
Direito Administrativo,07.11,2,Lei nº 13.726/2018 - Desburocratização e Simplificação,4,4
Direito Administrativo,07.12,2,Decreto nº 9.094/2017 - Simplificação e Racionalização de Serviços Públicos,6,6
Direito Administrativo,07.13,2,Legislação Estadual sobre Serviço Público,9,9
Direito Administrativo,07.14,2,Legislação Municipal sobre Serviço Público,1,1
Direito Administrativo,07.15,2,Tópicos Mesclados de Serviços Públicos,41,41
Direito Administrativo,08,1,Controle da Administração,922,922
Direito Administrativo,08.01,2,"Controle da Administração: Conceitos, Princípios, Abrangência e Classificações",107,107
Direito Administrativo,08.02,2,Controle Administrativo (Direito Administrativo),165,165
Direito Administrativo,08.03,2,Controle Legislativo ou Parlamentar,256,256
Direito Administrativo,08.03.01,3,Parlamentar Direto (Controle Político),89,89
Direito Administrativo,08.03.02,3,Parlamentar Indireto (Tribunais de Contas e Controle Técnico-Financeiro),167,167
Direito Administrativo,08.04,2,Controle Popular ou Social,10,10
Direito Administrativo,08.05,2,Controle Jurisdicional,190,190
Direito Administrativo,08.06,2,Lei nº 12.846/2013 - Lei Anticorrupção,119,119
Direito Administrativo,08.06.01,3,Disposições Gerais (arts. 1º a 4º da Lei nº 12.846/2013),25,25
Direito Administrativo,08.06.02,3,Dos Atos Lesivos à Administração Pública Nacional ou Estrangeira (art. 5º da Lei nº 12.846/2013),12,12
Direito Administrativo,08.06.03,3,Da Responsabilização Administrativa (arts. 6º e 7º da Lei nº 12.846/2013),21,21
Direito Administrativo,08.06.04,3,Do Processo Administrativo de Responsabilização (arts. 8º a 15 da Lei nº 12.846/2013),18,18
Direito Administrativo,08.06.05,3,Do Acordo de Leniência (arts. 16 e 17 da Lei nº 12.846/2013),33,33
Direito Administrativo,08.06.06,3,Da Responsabilização Judicial (arts. 18 a 21 da Lei nº 12.846/2013),7,7
Direito Administrativo,08.06.07,3,Disposições Finais (arts. 22 a 31 da Lei nº 12.846/2013),3,3
Direito Administrativo,08.07,2,Decreto nº 11.129/2022 - Regulamenta a Lei nº 12.846/2013 (Lei Anticorrupção),4,4
Direito Administrativo,08.08,2,Legislação Estadual Anticorrupção,23,23
Direito Administrativo,08.09,2,Tópicos Mesclados de Controle da Administração,48,48
Direito Administrativo,09,1,Domínio Público,298,298
Direito Administrativo,09.01,2,Domínio Público e Bens Públicos: Conceito,12,12
Direito Administrativo,09.02,2,Bens Públicos (Direito Administrativo),286,286
Direito Administrativo,09.02.01,3,Classificação dos Bens Públicos,90,90
Direito Administrativo,09.02.02,3,Características dos Bens Públicos,67,67
Direito Administrativo,09.02.03,3,Afetação e Desafetação (Bens Públicos),27,27
Direito Administrativo,09.02.04,3,"Bens Públicos em Espécie (Domínio Terrestre, Hídrico e Aéreo)",23,23
Direito Administrativo,09.02.05,3,Formas de Utilização de Bens Públicos,34,34
Direito Administrativo,09.02.06,3,Aquisição de Bens pelo Estado,7,7
Direito Administrativo,09.02.07,3,Tópicos Mesclados de Bens Públicos (Direito Administrativo),38,38
Direito Administrativo,10,1,Agentes Públicos,3445,3445
Direito Administrativo,10.01,2,Conceito para Agentes Públicos,30,30
Direito Administrativo,10.02,2,Classificação dos Agentes Públicos,114,114
Direito Administrativo,10.03,2,"Funções, Cargos e Empregos Públicos",134,134
Direito Administrativo,10.04,2,"Criação, Transformação e Extinção de Cargos Públicos",19,19
Direito Administrativo,10.05,2,Aspectos Constitucionais pertinentes aos Servidores Públicos,620,620
Direito Administrativo,10.05.01,3,Concurso Público,125,125
Direito Administrativo,10.05.02,3,Acessibilidade aos Cargos e Empregos Públicos,61,61
Direito Administrativo,10.05.03,3,Acumulação de Cargos e Empregos Públicos e Funções,102,102
Direito Administrativo,10.05.04,3,Estabilidade e Estágio Probatório,113,113
Direito Administrativo,10.05.05,3,Associação Sindical e Direito de Greve,23,23
Direito Administrativo,10.05.06,3,Direitos Sociais dos Servidores Públicos (art. 7º da CF),17,17
Direito Administrativo,10.05.07,3,"Remuneração (Componentes, Subsídio, Teto, Equiparação, Vinculação, Irredutibilidade, etc)",80,80
Direito Administrativo,10.05.08,3,Mandato Eletivo (art. 38 da CF),29,29
Direito Administrativo,10.05.09,3,"Regime Previdenciário (Aposentadoria, Pensão, RPPS)",70,70
Direito Administrativo,10.06,2,Lei nº 8.112/1990 - Estatuto dos Servidores Federais,1603,1603
Direito Administrativo,10.06.01,3,Disposições Preliminares e Abrangência (arts. 1º a 4º da Lei nº 8.112/1990),37,37
Direito Administrativo,10.06.02,3,Formas de Provimento (arts. 5º a 32 da Lei nº 8.112/1990),367,367
Direito Administrativo,10.06.03,3,Vacância (arts. 33 a 35 da Lei nº 8.112/1990),31,31
Direito Administrativo,10.06.04,3,"Remoção, Redistribuição e Substituição (arts. 36 a 39 da Lei nº 8.112/1990)",67,67
Direito Administrativo,10.06.05,3,Vencimento e Remuneração (arts. 40 a 48 da Lei nº 8.112/1990),51,51
Direito Administrativo,10.06.06,3,Das Vantagens: Indenizações (arts. 49 a 60-E da Lei nº 8.112/1990),63,63
Direito Administrativo,10.06.07,3,Das Gratificações e Adicionais (arts. 61 a 76 da Lei nº 8.112/1990),39,39
Direito Administrativo,10.06.08,3,Das Férias (arts. 77 a 80 da Lei nº 8.112/1990),21,21
Direito Administrativo,10.06.09,3,"Das Licenças, Afastamentos e Concessões (arts. 81 a 99 da Lei nº 8.112/1990)",174,174
Direito Administrativo,10.06.10,3,Do Tempo de Serviço (arts. 100 a 103 da Lei nº 8.112/1990),13,13
Direito Administrativo,10.06.11,3,Do Direito de Petição (arts. 104 a 115 da Lei nº 8.112/1990),14,14
Direito Administrativo,10.06.12,3,Do Regime Disciplinar (arts. 116 a 142 da Lei nº 8.112/1990),461,461
Direito Administrativo,10.06.13,3,Do Processo Administrativo Disciplinar (arts. 143 a 182 da Lei nº 8.112/1990),194,194
Direito Administrativo,10.06.14,3,Da Seguridade Social do Servidor (arts. 183 a 230 da Lei nº 8.112/1990),55,55
Direito Administrativo,10.06.15,3,Tópicos Mesclados de Estatuto de Servidores Federais (Lei nº 8.112/1990),16,16
Direito Administrativo,10.07,2,"Decreto nº 7.003/2009 - Regulamenta a Licença para Tratamento de Saúde, de que Tratam os arts. 202 a 205 da Lei nº 8.112/1990",2,2
Direito Administrativo,10.08,2,Estatutos dos Servidores Públicos Estaduais,725,725
Direito Administrativo,10.08.01,3,Lei Complementar nº 04/1990 - Estatuto dos Servidores do MT,2,2
Direito Administrativo,10.08.01.01,4,"Do Provimento, da Vacância e Outros (arts. 8º a 55 da LC nº 04/1990)",1,1
Direito Administrativo,10.08.01.02,4,Do Regime Disciplinar (arts. 143 a 169 da LC nº 04/1990),1,1
Direito Administrativo,10.08.02,3,Lei Complementar nº 13/1994 - Estatuto dos Servidores do PI,13,13
Direito Administrativo,10.08.02.01,4,"Do Provimento, Vacância, Remoção, Redistribuição e Substituição (arts. 6º a 39-A da LC nº 13/1994)",3,3
Direito Administrativo,10.08.02.02,4,Dos Direitos e Vantagens (arts. 40 a 136 da LC nº 13/1994),3,3
Direito Administrativo,10.08.02.03,4,Do Regime Disciplinar (arts. 137 a 163 da LC nº 13/1994),4,4
Direito Administrativo,10.08.02.04,4,Do Processo Administrativo Disciplinar (arts. 164 a 200 da LC nº 13/1994),3,3
Direito Administrativo,10.08.03,3,Lei Complementar nº 39/1993 - Estatuto dos Servidores do AC,19,19
Direito Administrativo,10.08.03.01,4,Do Provimento e da Vacância (arts. 5º a 41 da LC nº 39/1993),8,8
Direito Administrativo,10.08.03.02,4,Dos Direitos e Vantagens (arts. 45 a 165 da LC nº 39/1993),4,4
Direito Administrativo,10.08.03.03,4,Do Regime Disciplinar (arts. 166 a 193 da LC nº 39/1993),5,5
Direito Administrativo,10.08.03.04,4,Do Processo Administrativo Disciplinar (arts. 194 a 235 da LC nº 39/1993),2,2
Direito Administrativo,10.08.04,3,Lei Complementar nº 46/1994 - Estatuto dos Servidores do ES,85,85
Direito Administrativo,10.08.04.01,4,Das Disposições Preliminares (arts. 1º a 3º da LC nº 46/1994),2,2
Direito Administrativo,10.08.04.02,4,Do Provimento e da Movimentação de Pessoal (arts. 4º a 59 da LC nº 46/1994),36,36
Direito Administrativo,10.08.04.03,4,Da Vacância (arts. 60 a 65 da LC nº 46/1994),2,2
Direito Administrativo,10.08.04.04,4,Dos Direitos e Vantagens (arts. 66 a 164 da LC nº 46/1994),15,15
Direito Administrativo,10.08.04.05,4,Da Seguridade Social (arts. 189 a 219 da LC nº 46/1994),1,1
Direito Administrativo,10.08.04.06,4,Do Regime Disciplinar (arts. 220 a 246 da LC nº 46/1994),21,21
Direito Administrativo,10.08.04.07,4,Do Processo Administrativo-Disciplinar (arts. 247 a 286 da LC nº 46/1994),7,7
Direito Administrativo,10.08.04.08,4,Das Contratações Temporárias de Excepcional Interesse Público (arts. 287 a 292 da LC nº 46/1994),1,1
Direito Administrativo,10.08.05,3,Lei Complementar nº 53/2001 - Estatuto dos Servidores de RR,38,38
Direito Administrativo,10.08.05.01,4,Disposições Preliminares (arts. 1º a 4º da LC nº 53/2001),1,1
Direito Administrativo,10.08.05.02,4,"Do Provimento, Vacância, Remoção e Substituição (arts. 5º a 36 da LC nº 53/2001)",11,11
Direito Administrativo,10.08.05.03,4,Dos Direitos e Vantagens (arts. 37 a 108 da LC nº 53/2001),14,14
Direito Administrativo,10.08.05.04,4,Do Regime Disciplinar (arts. 109 a 136 da LC nº 53/2001),8,8
Direito Administrativo,10.08.05.05,4,Do Processo Administrativo Disciplinar (arts. 137 a 176 da LC nº 53/2001),3,3
Direito Administrativo,10.08.05.06,4,Dos Benefícios Sociais (arts. 177 a 191 da LC nº 53/2001),1,1
Direito Administrativo,10.08.06,3,Lei Complementar nº 58/2003 - Estatuto dos Servidores da PB,15,15
Direito Administrativo,10.08.06.01,4,"Do Provimento, Vacância, Remoção, Redistribuição e Substituição (arts. 5º a 37 da LC nº 58/2003)",8,8
Direito Administrativo,10.08.06.02,4,Dos Direitos e Vantagens (arts. 38 a 105 da LC nº 58/2003),3,3
Direito Administrativo,10.08.06.03,4,Do Regime Disciplinar (arts. 106 a 130 da LC nº 58/2003),2,2
Direito Administrativo,10.08.06.04,4,Do Processo Administrativo Disciplinar (arts. 131 a 170 da LC nº 58/2003),2,2
Direito Administrativo,10.08.07,3,Lei nº 66/1993 - Estatuto dos Servidores do AP,7,7
Direito Administrativo,10.08.07.01,4,"Provimento, Concurso Público, Posse, Movimentanção e Vacância (arts. 4º a 48 da Lei nº 66/1993)",2,2
Direito Administrativo,10.08.07.02,4,Dos Direitos e Vantagens (arts. 49 a 132 da Lei nº 66/1993),2,2
Direito Administrativo,10.08.07.03,4,Do Regime Disciplinar (arts. 133 a 158 da Lei nº 66/1993),3,3
Direito Administrativo,10.08.08,3,Lei Complementar nº 68/1992 - Estatuto dos Servidores de RO,19,19
Direito Administrativo,10.08.08.01,4,"Do Provimento, da Vacância, da Movimentação e da Substituição (arts. 8º a 63 da LC nº 68/1992)",12,12
Direito Administrativo,10.08.08.02,4,"Dos Direitos, das Vantagens e das Concessões (arts. 64 a 153 da LC nº 68/1992)",3,3
Direito Administrativo,10.08.08.03,4,Do Regime Disciplinar (arts. 154 a 180 da LC nº 68/1992),2,2
Direito Administrativo,10.08.08.04,4,Do Processo Administrativo Disciplinar (arts. 181 a 228 da LC nº 68/1992),2,2
Direito Administrativo,10.08.09,3,Lei Complementar nº 122/1994 - Estatuto dos Servidores do RN,52,52
Direito Administrativo,10.08.09.01,4,"Do Provimento, Vacância, Remoção, Redistribuição e Substituição (arts. 4º a 38 da LC nº 122/1994) ",12,12
Direito Administrativo,10.08.09.02,4,Dos Direitos e Vantagens (arts. 39 a 128 da LC nº 122/1994) ,17,17
Direito Administrativo,10.08.09.03,4,Do Regime Disciplinar (arts. 129 a 153 da LC nº 122/1994) ,16,16
Direito Administrativo,10.08.09.04,4,Do Processo Administrativo Disciplinar (arts. 154 a 193 da LC nº 122/1994),4,4
Direito Administrativo,10.08.09.05,4,Da Seguridade Social (arts. 194 a 229 da LC nº 122/1994),3,3
Direito Administrativo,10.08.10,3,Decreto-Lei nº 220/1975 (Estatuto dos Servidores do RJ) e Decreto nº 2.479/1979 (Regulamento),25,25
Direito Administrativo,10.08.10.01,4,"Provimento, Exercício e Vacância (arts. 1º a 17 do DL nº 220/1975 e 1º a 86 do Dec nº 2.479/1979)",10,10
Direito Administrativo,10.08.10.02,4,Dos Direitos e Vantagens (arts. 18 a 32 do DL nº 220/1975 e 87 a 224 do Dec nº 2.479/1979),5,5
Direito Administrativo,10.08.10.03,4,Regime Disciplinar (arts. 34 a 57 do DL nº 220/1975 e 271 a 303 do Dec nº 2.479/1979),6,6
Direito Administrativo,10.08.10.04,4,Processo Administrativo Disciplinar (arts. 58 a 82 do DL nº 220/1975 e 304 a 349 do Dec nº 2.479/79),4,4
Direito Administrativo,10.08.11,3,Lei Complementar nº 840/2011 - Estatuto dos Servidores do DF,162,162
Direito Administrativo,10.08.11.01,4,Das Disposições Preliminares (arts. 1º a 3º da LC nº 840/2011),2,2
Direito Administrativo,10.08.11.02,4,Dos Cargos Públicos e das Funções de Confiança (arts. 4º a 54 da LC nº 840/2011),42,42
Direito Administrativo,10.08.11.03,4,Das Carreiras e Do Regime e da Jornada de Trabalho (arts. 55 a 65 da LC nº 840/2011),12,12
Direito Administrativo,10.08.11.04,4,Dos Direitos (arts. 66 a 179 da LC nº 840/2011),38,38
Direito Administrativo,10.08.11.05,4,Dos Deveres (art. 180 da LC nº 840/2011),2,2
Direito Administrativo,10.08.11.06,4,Do Regime Disciplinar (arts. 181 a 210 da LC nº 840/2011),41,41
Direito Administrativo,10.08.11.07,4,Dos Processos de Apuração de Infração Disciplinar (arts. 211 a 267 da LC nº 840/2011),18,18
Direito Administrativo,10.08.11.08,4,Da Seguridade Social (arts. 268 a 277 da LC nº 840/2011),4,4
Direito Administrativo,10.08.11.09,4,Das Disposições Finais e Transitórias (arts. 278 a 295 da LC nº 840/2011),3,3
Direito Administrativo,10.08.12,3,Lei nº 869/1952 - Estatuto dos Servidores de MG,4,4
Direito Administrativo,10.08.12.01,4,Do Provimento (arts. 10 a 79 da Lei nº 869/1952),3,3
Direito Administrativo,10.08.12.02,4,Dos Deveres e da Ação Disciplinar (arts. 208 a 274 da Lei nº 869/1952),1,1
Direito Administrativo,10.08.13,3,Lei nº 1.102/1990 - Estatuto dos Servidores do MS,2,2
Direito Administrativo,10.08.13.01,4,"Do Provimento, Vacância, Remoção, Redistribuição e Substituição (arts. 9º a 64 da Lei nº 1.102/1990)",2,2
Direito Administrativo,10.08.14,3,Lei nº 1.762/1986 - Estatuto dos Servidores do AM,11,11
Direito Administrativo,10.08.14.01,4,Do Provimento e da Vacância (arts. 5º a 55 da Lei nº 1.762/1986),3,3
Direito Administrativo,10.08.14.02,4,Do Tempo de Serviço (arts. 56 a 61 da Lei nº 1.762/1986),1,1
Direito Administrativo,10.08.14.03,4,Dos Direitos e Vantagens (arts. 62 a 143 da Lei nº 1.762/1986),4,4
Direito Administrativo,10.08.14.04,4,Do Regime Disciplinar (arts. 144 a 201 da Lei nº 1.762/1986),3,3
Direito Administrativo,10.08.15,3,Lei nº 1.818/2007 - Estatuto dos Servidores do TO,9,9
Direito Administrativo,10.08.15.01,4,"Concurso Público, Provimento, Vacância, Remoção e Outros (arts. 6º a 37 da Lei nº 1.818/2007)",5,5
Direito Administrativo,10.08.15.02,4,Dos Direitos e Vantagens (arts. 38 a 130 da Lei nº 1.818/2007),1,1
Direito Administrativo,10.08.15.03,4,Dos Procedimentos Disciplinares (arts. 158 a 208 da Lei nº 1.818/2007),2,2
Direito Administrativo,10.08.15.04,4,Das Garantias Constitucionais (arts. 209 a 211 da Lei nº 1.818/2007),1,1
Direito Administrativo,10.08.16,3,Lei nº 2.148/1977 - Estatuto dos Servidores de SE,14,14
Direito Administrativo,10.08.16.01,4,Disposições Preliminares (arts. 1º e 2º da Lei nº 2.148/1977),2,2
Direito Administrativo,10.08.16.02,4,"Do Provimento, da Posse e do Exercício (arts. 3º a 72 da Lei nº 2.148/1977)",5,5
Direito Administrativo,10.08.16.03,4,Dos Direitos e Vantagens (arts. 76 a 242 da Lei nº 2.148/1977),2,2
Direito Administrativo,10.08.16.04,4,Das Normas Gerais de Serviço (arts. 243 a 304 da Lei nº 2.148/1977),5,5
Direito Administrativo,10.08.17,3,Lei nº 5.247/1991 - Estatuto dos Servidores de AL,44,44
Direito Administrativo,10.08.17.01,4,Do Regime Funcional (arts. 5º a 44 da Lei nº 5.247/1991),21,21
Direito Administrativo,10.08.17.02,4,Dos Direitos e Vantagens (arts. 45 a 117 da Lei nº 5.247/1991),13,13
Direito Administrativo,10.08.17.03,4,Do Regime Disciplinar (arts. 118 a 144 da Lei nº 5.247/1991),7,7
Direito Administrativo,10.08.17.04,4,Da Ação Disciplinar (arts. 145 a 193 da Lei nº 5.247/1991),2,2
Direito Administrativo,10.08.17.05,4,Da Seguridade Social do Servidor (arts. 194 a 225 da Lei nº 5.247/1991),1,1
Direito Administrativo,10.08.18,3,Lei nº 5.810/1994 - Estatuto dos Servidores do PA,55,55
Direito Administrativo,10.08.18.01,4,Das Disposições Preliminares (arts. 1º a 4º da Lei nº 5.810/1994),2,2
Direito Administrativo,10.08.18.02,4,"Do Provimento, do Exercício, da Carreira e da Vacância (arts. 5º a 62 da Lei nº 5.810/1994)",24,24
Direito Administrativo,10.08.18.03,4,Dos Direitos e Vantagens (arts. 63 a 165 da Lei nº 5.810/1994),14,14
Direito Administrativo,10.08.18.04,4,Da Seguridade Social (arts. 166 a 174 da Lei nº 5.810/1994),1,1
Direito Administrativo,10.08.18.05,4,"Dos Deveres, das Proibições e das Responsabilidades (arts. 177 a 237 da Lei nº 5.810/1994)",14,14
Direito Administrativo,10.08.19,3,Lei nº 6.107/1997 - Estatuto dos Servidores do MA,5,5
Direito Administrativo,10.08.19.01,4,"Do Provimento, Vacância, Remoção, Redistribuição e Substituição (arts. 7º a 46 da Lei nº 6.107/1994)",2,2
Direito Administrativo,10.08.19.02,4,Dos Direitos e Vantagens (arts. 47 a 208 da Lei nº 6.107/1994),2,2
Direito Administrativo,10.08.19.03,4,Do Processo Administrativo Disciplinar (arts. 234 a 273 da Lei nº 6.107/1994),1,1
Direito Administrativo,10.08.20,3,Lei nº 6.123/1968 - Estatuto dos Servidores de PE,34,34
Direito Administrativo,10.08.20.01,4,Disposições Preliminares (arts. 1º a 9º da Lei nº 6.123/1968),5,5
Direito Administrativo,10.08.20.02,4,Do Provimento (arts. 10 a 80 da Lei nº 6.123/1968),15,15
Direito Administrativo,10.08.20.03,4,Da Vacância (arts. 81 a 84 da Lei nº 6.123/1968),1,1
Direito Administrativo,10.08.20.04,4,Dos Direitos e Vantagens (arts. 85 a 189 da Lei nº 6.123/1968),4,4
Direito Administrativo,10.08.20.05,4,Do Regime Disciplinar (arts. 190 a 213 da Lei nº 6.123/1968),9,9
Direito Administrativo,10.08.21,3,Lei nº 6.174/1970 - Estatuto dos Servidores do PR,4,4
Direito Administrativo,10.08.21.01,4,Do Provimento dos Cargos (arts. 18 a 122 da Lei nº 6.174/1970),1,1
Direito Administrativo,10.08.21.02,4,"Dos Direitos, Vantagens e Concessões (arts. 128 a 254 da Lei nº 6.174/1970)",2,2
Direito Administrativo,10.08.21.03,4,Do Processo Administrativo e sua Revisão (arts. 306 a 341 da Lei nº 6.174/1970),1,1
Direito Administrativo,10.08.22,3,Lei nº 6.677/1994 - Estatuto dos Servidores da BA,44,44
Direito Administrativo,10.08.22.01,4,Do Provimento e da Vacância (arts. 8º a 50 da Lei nº 6.677/1994,15,15
Direito Administrativo,10.08.22.01.01,5,Do Provimento (arts. 8º a 43 da Lei nº 6.677/1994),15,15
Direito Administrativo,10.08.22.02,4,"Dos Direitos, Vantagens e Benefícios (arts. 51 a 174 da Lei nº 6.677/1994)",6,6
Direito Administrativo,10.08.22.02.01,5,Do Vencimento e da Remuneração (arts. 51 a 60 da Lei nº 6.677/1994),1,1
Direito Administrativo,10.08.22.02.02,5,Das Vantagens (arts. 61 a 92 da Lei nº 6.677/1994),1,1
Direito Administrativo,10.08.22.02.03,5,Das Férias (arts. 93 a 97 da Lei nº 6.677/1994),2,2
